"Mohammed A. Al-Sharafi ""Mohammed Abdullah Ali Al-Sharafi""",https://scholar.google.com//citations?hl=en&user=Mfb0-NAAAAAJ,Universiti Teknologi Malaysia,721,"['Information Systems', 'Educational technology', 'Technology Acceptance', 'Quantitative Methods', 'Sustainable Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:educational_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_acceptance', '/citations?hl=en&view_op=search_authors&mauthors=label:quantitative_methods', '/citations?hl=en&view_op=search_authors&mauthors=label:sustainable_information_systems']"
Christine Welch,https://scholar.google.com//citations?hl=en&user=jeMDF9kAAAAJ,University of Portsmouth,720,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Assion Lawson-body,https://scholar.google.com//citations?hl=en&user=bwyuk98AAAAJ,"Professor of Information Systems, University of North Dakota",719,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
António Porto,https://scholar.google.com//citations?hl=en&user=pObx2ZwAAAAJ,"Dept. Computer Science, University of Porto",718,"['Logic Programming', 'Coordination', 'Information Systems', 'Artificial Intelligence']","['/citations?hl=en&view_op=search_authors&mauthors=label:logic_programming', '/citations?hl=en&view_op=search_authors&mauthors=label:coordination', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence']"
"Du, Wenyu (Derek)",https://scholar.google.com//citations?hl=en&user=SsqCdJcAAAAJ,Beihang University,718,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Ta-Tao Chuang,https://scholar.google.com//citations?hl=en&user=HvCtjuwAAAAJ,Gonzaga University,717,"['information systems', 'analytics', 'inter-organizational information systems', 'desicion support systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:inter_organizational_information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:desicion_support_systems']"
Pablo David Villarreal,https://scholar.google.com//citations?hl=en&user=hX0sZkYAAAAJ,"Full Professor, Information System Department, National Technological University - Santa Fe …",716,"['Information Systems', 'Business Process Management', 'Workflow Management', 'Model-Driven Development', 'Agent-Based Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:workflow_management', '/citations?hl=en&view_op=search_authors&mauthors=label:model_driven_development', '/citations?hl=en&view_op=search_authors&mauthors=label:agent_based_information_systems']"
Abhijith Anand,https://scholar.google.com//citations?hl=en&user=4QxVNC8AAAAJ,"Walton College of Business, University of Arkansas",716,"['Information Systems', 'Data Analytics', 'IT Use', 'IT Strategy']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:it_use', '/citations?hl=en&view_op=search_authors&mauthors=label:it_strategy']"
David T. Green,https://scholar.google.com//citations?hl=en&user=d0xC-O8AAAAJ,"Associate Professor, Governors State University",715,"['Information Systems', 'Usability', 'Human Computer Interaction', 'Information Security', 'Enterprise Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:usability', '/citations?hl=en&view_op=search_authors&mauthors=label:human_computer_interaction', '/citations?hl=en&view_op=search_authors&mauthors=label:information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_systems']"
Shafiz Affendi Mohd Yusof,https://scholar.google.com//citations?hl=en&user=ymIck7wAAAAJ,"Associate Profesor, University of Wollongong in Dubai (UOWD)",712,"['information technology', 'information systems', 'virtual community', 'virtual teams', 'health informatics']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_community', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_teams', '/citations?hl=en&view_op=search_authors&mauthors=label:health_informatics']"
Carl Erik Moe,https://scholar.google.com//citations?hl=en&user=9gyQYvkAAAAJ,Dosent / Professor,712,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Yunfeng Shi,https://scholar.google.com//citations?hl=en&user=L75fYh8AAAAJ,"Associate Professor, Department of Health Policy and Administration, Penn State University",712,"['Healthcare Management', 'Information Systems', 'Population Health', 'Public Policy', 'Health Economics']","['/citations?hl=en&view_op=search_authors&mauthors=label:healthcare_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:population_health', '/citations?hl=en&view_op=search_authors&mauthors=label:public_policy', '/citations?hl=en&view_op=search_authors&mauthors=label:health_economics']"
Abdelmonem Mohamed Kozae,https://scholar.google.com//citations?hl=en&user=XIrcalYAAAAJ,"Mathematics Department, Faculty of Science, Tanta University ,Egypt",712,"['Generalized topology', 'Rough sets', 'Information systems', 'Digital topology', 'Mathematics history']","['/citations?hl=en&view_op=search_authors&mauthors=label:generalized_topology', '/citations?hl=en&view_op=search_authors&mauthors=label:rough_sets', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_topology', '/citations?hl=en&view_op=search_authors&mauthors=label:mathematics_history']"
Ahmad Rabaa'i,https://scholar.google.com//citations?hl=en&user=Fd0m0CoAAAAJ,New Jersey City University,710,"['Information Systems', 'Enterprise Systems', 'e-Goverment', 'Technology and Education', 'IS Success']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_goverment', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_and_education', '/citations?hl=en&view_op=search_authors&mauthors=label:is_success']"
Manoj k Jha,https://scholar.google.com//citations?hl=en&user=BaXWsm0AAAAJ,"Professor, NITIE ,Mumbai",710,"['Marketing Management', 'Information Systems', 'Operations Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:marketing_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:operations_management']"
Dr. Khalil Khoumbati,https://scholar.google.com//citations?hl=en&user=MVy5wdAAAAAJ,Sindh University,708,"['e-health', 'information systems', 'integration and evalution']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_health', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:integration_and_evalution']"
Semih Bilgen,https://scholar.google.com//citations?hl=en&user=ikaW7j4AAAAJ,Okan University,708,"['Software Engineering', 'Communication Networks', 'Information Systems', 'Sensor Networks']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:communication_networks', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:sensor_networks']"
Suparna Goswami,https://scholar.google.com//citations?hl=en&user=QYbW0tEAAAAJ,Technische Universität München,707,"['Information Systems', 'Human Computer Interaction', 'Technology Adoption']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:human_computer_interaction', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_adoption']"
Douglas Kunda,https://scholar.google.com//citations?hl=en&user=hYkZh-EAAAAJ,ZCAS University,705,"['Information Systems', 'Software Engineering', 'Databases']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:databases']"
Toru Sakaguchi,https://scholar.google.com//citations?hl=en&user=uF_a4gYAAAAJ,Northern Kentucky University,705,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Prof. Dr. Dip Nandi,https://scholar.google.com//citations?hl=en&user=zRR00s0AAAAJ,"Director (Faculty of Science and Technology), AIUB",704,"['Software Engineering', 'Information Systems', 'E-Learning']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_learning']"
Jason Xiong,https://scholar.google.com//citations?hl=en&user=_PJ7QZcAAAAJ,Appalachian State University,701,"['Information Systems', 'E-Commerce', 'IT for Development', 'Data Analytics']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:it_for_development', '/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics']"
Slim Kallel,https://scholar.google.com//citations?hl=en&user=OVMGQLwAAAAJ,"University of Sfax, Tunisia",700,"['Business Process Management', 'Information Systems', 'Software engineering']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering']"
Rene Reitsma,https://scholar.google.com//citations?hl=en&user=TqYV_gQAAAAJ,Oregon State University,700,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Rizkya Andini Putri,https://scholar.google.com//citations?hl=en&user=_uwC3uwAAAAJ,Universitas Raharja,700,['information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
King Tak Yew,https://scholar.google.com//citations?hl=en&user=ZxN9CPUAAAAJ,"Universiti Tunku Abdul Rahman, Malaysia (Kampar campus)",699,"['digital commerce', 'Information systems', 'Management information systems', 'internship', 'accounting and finance technology']","['/citations?hl=en&view_op=search_authors&mauthors=label:digital_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:management_information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:internship', '/citations?hl=en&view_op=search_authors&mauthors=label:accounting_and_finance_technology']"
Arto Lanamäki,https://scholar.google.com//citations?hl=en&user=5YMVpE0AAAAJ,University of Oulu,698,"['Information Systems', 'digital transformation', 'communication', 'philosophy', 'policy process']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation', '/citations?hl=en&view_op=search_authors&mauthors=label:communication', '/citations?hl=en&view_op=search_authors&mauthors=label:philosophy', '/citations?hl=en&view_op=search_authors&mauthors=label:policy_process']"
Xia Zhao,https://scholar.google.com//citations?hl=en&user=vP35TL0AAAAJ,University of Georgia,698,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Andreea Molnar,https://scholar.google.com//citations?hl=en&user=NzKsipsAAAAJ,Swinburne University of Technology,697,"['mobile learning', 'serious games', 'video adaptation', 'multimedia communications', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:mobile_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:serious_games', '/citations?hl=en&view_op=search_authors&mauthors=label:video_adaptation', '/citations?hl=en&view_op=search_authors&mauthors=label:multimedia_communications', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
